,Estimate,Date,HCP Id,Customer Tags,Zip,Description,Amount,Labor,Materials,Win_Loss,Bid Employee,Crew,Latitude,Longitude,Total Income,Subcontractor,Total Supplies,Total Cost of Goods Sold,Net Income
1637,10339-1,3/23/2021 12:30,82442860,,80015,Exterior Residential Painting - Exterior Painting - 2 Coats,3742.5,2847.5,1095,0,4,,39.628529,-104.764143,,,,,
1638,10339-3,3/23/2021 12:30,84337565,,80015,Gutter Repair/Replacement,400,400,0,0,4,,39.628529,-104.764143,,,,,
1639,10321-1,3/18/2021 12:30,82459711,"BNI,no review",80238,Interior Paint Services - Interior Walls,3873.6,3511.5,792.5,1,1,,39.756988,-104.882462,4242.6,2750,58.97,2808.97,1433.63
1640,10321-3,3/18/2021 12:30,82460216,"BNI,no review",80238,Kitchen Cabinet Preparation,2953.8,2852,430,1,1,,39.756988,-104.882462,4242.6,2750,58.97,2808.97,1433.63
1641,10321-4,3/18/2021 12:30,83388576,"BNI,no review",80238,Breakfast Counter Removal,410,410,0,1,1,,39.756988,-104.882462,4242.6,2750,58.97,2808.97,1433.63
1642,10328,3/17/2021 14:30,82653274,,80233,Exterior Residential Painting - Exterior Preparation,3960,3065,1095,0,1,2,39.892229,-104.950227,,,,,
1643,10329-1,3/17/2021 15:30,82672726,,80020,Exterior Residential Painting - Exterior Preparation,5235,4352.5,1182.5,1,3,,39.948264,-105.055521,15580,3230,189.12,3419.12,12160.88
1644,10329-2,3/17/2021 15:30,83248836,,80020,Wood replacement,970,720,300,1,3,,39.948264,-105.055521,15580,3230,189.12,3419.12,12160.88
1645,10329-3,3/17/2021 15:30,83253476,,80020,Fence Staining,1160,980,180,1,3,,39.948264,-105.055521,15580,3230,189.12,3419.12,12160.88
1646,10326-1,3/22/2021 15:45,82746227,,80016,Interior Painting- 2 Coats,2959,2560,399,0,4,,39.59514,-104.729407,,,,,
1647,10326-2,3/22/2021 15:45,83609844,,80016,Interior Painting- 2 Coats,2660,2460,400,0,4,,39.59514,-104.729407,,,,,
1648,10350,3/24/2021 15:00,83289979,,80129,Exterior Residential Painting - Exterior Preparation,4745,3705,1040,0,2,,39.541602,-104.998066,,,,,
1649,10333,,83362946,,80015,,0,0,0,1,,,39.638233,-104.829436,,,,,
1650,10334,3/23/2021 11:30,83367932,Facebook,80129,Interior Painting - Living and Dining Room - 2 Coats,940,690,250,0,2,,39.537026,-104.993903,,,,,
1651,10349,3/23/2021 11:00,83459231,,80238,Exterior Residential Painting - Exterior Preparation,4930,4160,1270,0,1,,39.764667,-104.893653,,,,,
1652,10352,5/3/2021 8:00,83460642,,80016,Exterior Residential Painting - Exterior Preparation,4255,3285,1270,1,1,1,39.595357,-104.671338,4485,2200,0,2200,2285
1653,10341,3/23/2021 12:30,83468373,,80130,Exterior Residential Painting - Exterior Preparation,4245,3455,790,0,2,,39.516836,-104.923668,,,,,
1654,10336-1,,83480369,,80238,Main Area Walls-2 Coats,5512,5007,1055,1,,,39.786887,-104.888465,,,,,
1655,10336-2,,83481326,,80238,Kitchen Cabinet Painting,3650,3220,430,0,,,39.786887,-104.888465,,,,,
1656,10343-1,3/24/2021 8:00,83546443,,80210,Interior Painting-2 Coats,5445,4190,1555,0,4,,39.688354,-104.943352,,,,,
1657,10343-2,3/24/2021 8:00,83906639,,80210,Drywall Removal & Installation ,0,0,0,1,4,,39.688354,-104.943352,,,,,
1658,10343-3,3/24/2021 8:00,83906661,,80210,Carpet Installation,0,0,0,1,4,,39.688354,-104.943352,,,,,
1659,10338,,83668177,,,Cabinets - Cabinet Preparation,1838.25,1380,555,0,4,,0,0,,,,,
1660,10340,3/25/2021 14:30,83736547,Facebook,80129,Exterior Residential Painting - Exterior Preparation,3980,2980,1000,0,2,,39.540337,-105.016981,,,,,
1661,10344-1,,83886882,,,,0,0,0,1,,,0,0,,,,,
1662,10344-2,,83887256,,,Customer Center.,0,0,0,1,,,0,0,,,,,
1663,10346-1,3/29/2021 13:00,83926963,Nextdoor,80016,Interior Painting-2 Coats,3792.5,3350,442.5,0,4,,39.603681,-104.784435,,,,,
1664,10346-2,3/29/2021 13:00,84565269,Nextdoor,80016,Interior Painting-2 Coats,1760,1230,530,0,4,,39.603681,-104.784435,,,,,
1665,10348,3/29/2021 10:00,83961933,Nextdoor,80016,Interior Painting-2 Coats,2952.5,2660,442.5,0,4,,39.601172,-104.739428,,,,,
1666,10358-1,3/26/2021 9:30,84010204,no review,80016,Exterior Residential Painting - Exterior Preparation,4255,3285,1270,1,4,,39.60543,-104.783728,5755,3500,239.6,3739.6,2015.4
1667,10358-2,3/26/2021 9:30,84442515,no review,80016,Corbel Replacement,1500,1500,0,1,4,,39.60543,-104.783728,5755,3500,239.6,3739.6,2015.4
1668,10351-1,,84046147,,80027,Exterior Residential Painting - Exterior Painting - 2 Coats,3172.5,2365,1007.5,1,,,39.937871,-105.146468,,,,,
1669,10351-2,,84046586,,80027,Fence Staining,280,280,0,0,,,39.937871,-105.146468,,,,,
1670,10353-1,,84114275,,80027,Exterior Residential Painting - Exterior Painting - 2 Coats,3755,2760,1345,0,,,39.937871,-105.146468,,,,,
1671,10353-2,,84114719,,80027,Lime Wash,315,315,0,0,,,39.937871,-105.146468,,,,,
1672,10354-1,,84153838,no review,80027,Exterior Residential Painting - Exterior Painting - 2 Coats,3755,2760,1345,1,,,39.937686,-105.146077,,,,,
1673,10354-2,,84438925,no review,80027,Exterior Residential Painting - Exterior Painting - 2 Coats,4005,2760,1595,1,,,39.937686,-105.146077,,,,,
1674,10364,3/30/2021 17:00,84221079,,80129,Exterior Residential Painting - Exterior Preparation,4740,3680,1060,0,2,,39.543058,-105.023995,,,,,
1675,10360,3/29/2021 9:30,84279817,,80020,Exterior Residential Painting - Exterior Painting - 2 Coats,3290,2410,880,0,1,,39.925647,-105.044652,,,,,
1676,10361,3/29/2021 11:30,84282707,no review,80016,Exterior Residential Painting - Exterior Painting - 2 Coats,4620,3825,1095,1,1,,39.604106,-104.733559,4620,2870,13.47,2883.47,1736.53
1677,10580,6/14/2021 16:00,92253041,no review,80013,Exterior Residential Painting - Exterior Preparation,3926.75,2944.25,1182.5,1,1,,39.66729,-104.789129,4620,2870,13.47,2883.47,1736.53
1678,10649,6/30/2021 16:00,94781874,no review,80013,Custom Services - Custom Job,0,0,0,1,4,,39.66729,-104.789129,4620,2870,13.47,2883.47,1736.53
1679,10375,4/2/2021 10:30,84287537,,80111,Interior Painting-2 Coats,2597.5,2460,437.5,0,1,,39.598802,-104.830915,,,,,
1680,10362,3/29/2021 15:30,84291105,,80238,Exterior Residential Painting - Exterior Painting - 2 Coats,4280,3285,1270,1,1,,39.763208,-104.896191,4280,2200,0,2200,2080
1681,10356,4/6/2021 10:00,84393966,Nextdoor,80015,Exterior Residential Painting - Exterior Preparation,3722.5,2627.5,1095,0,3,,39.620847,-104.751845,,,,,
1682,10357,3/31/2021 11:00,84436279,,80015,Deck Repair and Stain,2950,2020,930,0,3,,39.613881,-104.743066,,,,,
1683,10363,4/1/2021 12:30,84683684,no review,80112,Exterior Residential Painting - Exterior Preparation,4845,3875,1270,1,1,,39.588935,-104.910066,4755,2650,0,2650,2105
1684,10398-1,4/9/2021 10:30,84699176,no review,80547,Exterior Residential Painting - Exterior Preparation,3782.5,2737.5,1270,1,1,,40.511826,-104.951135,6342.5,3750,0,3750,2592.5
1685,10398-2,4/9/2021 10:30,85962378,no review,80547,Main Area Ceiling - 2 Coats ,2560,2085,705,1,1,,40.511826,-104.951135,6342.5,3750,0,3750,2592.5
1686,10368,4/1/2021 16:30,84770617,,80129,Exterior Residential Painting - Exterior Preparation,3972.5,2987.5,1185,0,3,,39.539873,-105.005566,,,,,
1687,10370,4/6/2021 8:30,84774464,,80016,Trim Touch Up,570,480,90,1,1,,39.61786,-104.703283,589.95,220,0,220,369.95
1688,10365,4/2/2021 15:00,84859458,google,80031,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,3,,39.882749,-105.049806,,,,,
1689,10367,4/3/2021 16:30,84923602,google,80602,Trim Repair/Replacement,525,525,0,1,1,,39.932193,-104.915306,525,300,0,300,225
1690,10394,4/8/2021 11:30,84926332,no review,80016,Exterior Residential Painting - Exterior Preparation,3335,2365,1120,1,1,,39.586368,-104.702936,37307.5,1600,0,1600,35707.5
1691,10380-1,4/5/2021 8:00,85040683,,80211,Exterior Residential Painting - Exterior Preparation,3972.5,2627.5,1345,1,1,,39.772548,-105.037125,,,,,
1692,10380-2,4/5/2021 8:00,85543230,,80211,Cabinets - Cabinet Preparation,3135,2760,375,0,1,,39.772548,-105.037125,,,,,
1693,10380-3,4/5/2021 8:00,85555290,,80211,Kitchen Island Preparation,1275,1150,125,0,1,,39.772548,-105.037125,,,,,
1694,10369,4/6/2021 11:00,85140280,"80010,80230,no review",80230,Exterior Residential Painting - Exterior Preparation,6750,5180,1570,1,1,,39.728521,-104.899697,6750,4200,5.38,4205.38,2544.62
1695,10371,,85152772,"Golden,80403,no review",80238,Interior Painting and Garage,5490,4590,1050,1,,,39.759581,-104.871331,,,,,
1696,10381,4/6/2021 12:30,85155368,,80238,Exterior Residential Painting - Exterior Preparation,3742.5,2847.5,1095,0,1,,39.755331,-104.888985,,,,,
1697,10373-1,4/12/2021 9:00,85238317,"google,no review",80107,Exterior Residential Painting - Exterior Preparation,3950,2630,1320,1,1,,39.430885,-104.640008,,,,,
1698,10373-2,4/12/2021 9:00,86107610,"google,no review",80107,Back Deck,990,780,210,1,1,,39.430885,-104.640008,,,,,
1699,10395-1,4/8/2021 17:00,85275331,,80238,Exterior Residential Painting - Exterior Preparation,4887.5,3767.5,1420,1,1,,39.763388,-104.892718,5777.5,2800,0,2800,2977.5
1700,10395-2,4/8/2021 17:00,85803243,,80238,Power Wash and Stain Fence,890,890,0,1,1,,39.763388,-104.892718,5777.5,2800,0,2800,2977.5
1701,10395-3,4/8/2021 17:00,85803550,,80238,Option 1: Skim Existing Ceiling,1660,1660,0,1,1,,39.763388,-104.892718,5777.5,2800,0,2800,2977.5
1702,10395-4,4/8/2021 17:00,87028256,,80238,Exterior Residential Painting - Exterior Preparation,5337.5,3767.5,1870,0,1,,39.763388,-104.892718,5777.5,2800,0,2800,2977.5
1703,10395-5,4/8/2021 17:00,87029129,,80238,Exterior Residential Painting - Exterior Preparation,5637.5,3767.5,2170,0,1,,39.763388,-104.892718,5777.5,2800,0,2800,2977.5
1704,10374,4/7/2021 12:00,85324548,google,80126,Exterior Residential Painting - Exterior Preparation,4460,3560,900,0,2,,39.531283,-104.941098,,,,,
1705,10411-1,4/14/2021 17:00,85356974,no review,80238,Exterior Residential Painting - Exterior Preparation,3926.25,2956.25,1270,1,1,,39.749886,-104.893667,4796.25,2375,0,2375,2421.25
1706,10411-2,4/14/2021 17:00,86365071,no review,80238,Fence,870,710,160,1,1,,39.749886,-104.893667,4796.25,2375,0,2375,2421.25
1707,10376,,85398843,"Residential,Exterior,no review",80015,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,,,39.628413,-104.765172,4353.75,2100,174.92,2274.92,2078.83
1708,10377,4/7/2021 15:00,85431822,"Residential,Exterior,no review",80015,Exterior Residential Painting - Exterior Preparation,4353.75,3333.75,1220,1,1,,39.628413,-104.765172,4353.75,2100,174.92,2274.92,2078.83
1709,10392-1,4/8/2021 8:00,85420762,no review,80016,Exterior Residential Painting - Exterior Preparation,4675,3505,1570,1,4,,39.598649,-104.775198,5537,3200,357.6,3557.6,1979.4
1710,10392-2,4/8/2021 8:00,85799670,no review,80016,Trim Replacement/Repair,780,780,0,1,4,,39.598649,-104.775198,5537,3200,357.6,3557.6,1979.4
1711,10378,4/8/2021 10:30,85444177,"Referral,no review",80134,Exterior Residential Painting - Exterior Preparation,5485,4415,1270,1,1,,39.510614,-104.803855,5485,2975,76.56,3051.56,2433.44
1712,10379,4/12/2021 16:00,85447339,"google,no review",80016,Exterior Residential Painting - Exterior Preparation,4855,3605,1450,1,1,,39.577847,-104.702422,,,,,
1713,10407,4/13/2021 14:30,85505059,no review,80020,Exterior Residential Painting - Exterior Preparation,5265,4245,1270,1,1,,39.919239,-105.05986,,,,,
1714,10390-1,4/12/2021 15:30,85592274,,80015,Exterior Residential Painting - Exterior Preparation,4973.75,3723.75,1450,0,1,,39.607628,-104.765702,,,,,
1715,10390-2,4/12/2021 15:30,86222266,,80015,Fence,1190,880,310,0,1,,39.607628,-104.765702,,,,,
1716,10382,4/12/2021 9:30,85602084,,80129,Exterior Residential Painting - Exterior Preparation,4480,3420,1060,0,2,,39.53736,-104.998423,,,,,
1717,10385,4/12/2021 13:00,85626100,,80230,Exterior Residential Painting - Exterior Preparation,3270,2280,1340,1,1,,39.732392,-104.895077,,,,,
1718,10386,4/13/2021 9:00,85639784,"Referral,no review",80016,Exterior Residential Painting - Exterior Preparation,5125,4295,1230,1,1,,39.603606,-104.787894,0,470.5,0,470.5,-470.5
1719,10412,4/13/2021 15:30,85648928,,80238,Fence,1690,1300,390,0,1,,39.789934,-104.891029,,,,,
1720,10389,4/13/2021 12:30,85774479,Referral,80218,Exterior Residential Painting - Exterior Preparation,5955,4380,1875,1,1,,39.723606,-104.96828,0,3700,0,3700,-3700
1721,10391,4/13/2021 13:30,85793894,,80130,Baseboard Installation and Painting,2090,1820,270,0,2,,39.555741,-104.917949,,,,,
1722,10420-1,4/12/2021 14:30,85803247,,80122,Railing Repair/Rebuild,3990,3320,1020,1,2,,39.569119,-104.961541,,,,,
1723,10420-2,4/12/2021 14:30,86596470,,80122,Interior Painting - 2 Coats - Walls only,1485,1180,305,1,2,,39.569119,-104.961541,,,,,
1724,10400,4/12/2021 15:30,85804679,,80016,Exterior Residential Painting - Exterior Preparation,4755,3505,1450,0,1,,39.605396,-104.784402,,,,,
1725,10396,4/13/2021 10:30,85940819,Referral,80014,Interior Painting-2 Coats,2290,2065,525,1,1,,39.644378,-104.81976,,,,,
1726,10399,4/16/2021 11:30,85962877,,80129,Popcorn Scrape and Paint - Half of Master Suite ceiling,1245,1020,225,0,2,,39.526624,-105.01779,,,,,
1727,10401,4/13/2021 9:30,86018714,google,80012,Interior Painting-2 Coats,4250,3195,1055,0,1,,39.684649,-104.853027,,,,,
1728,10402,5/6/2021 12:00,86023067,,80134,Exterior Trim Prep and Paint,3892.5,3097.5,945,0,1,,39.530651,-104.811121,,,,,
1729,10403,,86034119,google,80010,,0,0,0,1,,,39.735282,-104.868022,,,,,
1730,10404-1,4/15/2021 15:00,86042443,"Referral,no review",80138,Exterior Residential Painting - Exterior Preparation,9380,7015,2365,1,1,,39.510234,-104.692192,,,,,
1731,10404-2,4/15/2021 15:00,86585526,"Referral,no review",80138,Trim and Doors-2 Coats,1880,1640,240,1,1,,39.510234,-104.692192,,,,,
1732,10404-3,4/15/2021 15:00,87052216,"Referral,no review",80138,Exterior Residential Painting - Exterior Preparation,9730,7015,2715,1,1,,39.510234,-104.692192,,,,,
1733,10405,4/12/2021 15:30,86083099,,80126,Shutter Painting and Install,985,985,0,0,3,,39.541222,-104.986128,,,,,
1734,10413,4/15/2021 9:00,86132436,repeat customer,80023,Exterior Soffit,1560,1205,355,1,1,,39.954478,-105.028868,1560,750,0,750,810
1735,10421,4/16/2021 13:30,86158009,,80128,Exterior Residential Painting - Exterior Preparation,4945,3885,1060,0,2,,39.571827,-105.075434,,,,,
1736,10424,4/16/2021 12:30,86198136,,80130,NOTES,5495,4705,790,0,2,,39.534187,-104.926883,,,,,
1737,10408,,86236740,,80015,Exterior Residential Painting - Exterior Preparation,4775,3505,1270,0,,,39.628059,-104.770905,,,,,
1738,10409,4/21/2021 10:00,86250601,"google,Commercial",80120,Exterior Residential Painting - Exterior Preparation,4940,4365,575,1,2,,39.626833,-105.012937,,,,,
1739,10410,4/19/2021 12:00,86286333,google,80014,Painting quotes - Free Exterior Consultation,0,0,0,1,1,,39.650976,-104.814131,,,,,
1740,10423,4/16/2021 10:30,86329137,,80020,Exterior Residential Painting - Exterior Preparation,5255,3855,1750,1,1,,39.95026,-105.055446,,,,,
1741,10416,4/19/2021 14:30,86411231,,80230,Exterior Residential Painting - Exterior Preparation,3991,3065,1276,1,1,,39.730955,-104.895349,,,,,
1742,10415,4/19/2021 9:30,86454821,no review,80516,Exterior Residential Painting - Exterior Preparation,3985,3065,1270,1,1,,40.044506,-105.028606,3985,2000,48.9,2048.9,1936.1
1743,10417,4/21/2021 13:30,86491800,,80238,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.748184,-104.893874,,,,,
1744,10422,4/21/2021 9:00,86635091,no review,80130,Exterior Residential Painting - Exterior Preparation,4980,3920,1060,1,2,,39.551708,-104.907019,5460,3000,0,3000,2460
1745,10426,4/22/2021 11:00,86698879,,80111,Acoustic Ceiling Scrape-Upstairs,5895,5045,1100,1,1,,39.600098,-104.868142,,,,,
1746,10427,4/22/2021 14:00,86726654,BBB Website,80203,Exterior Residential Painting - Exterior Preparation,6305,5260,1345,0,1,,39.73479,-104.979031,,,,,
1747,10428,4/21/2021 9:30,86732493,,80237,Exterior Residential Painting - Exterior Preparation,4447.5,3722.5,1025,0,1,,39.650897,-104.912329,,,,,
1748,10429,4/22/2021 9:00,86880051,"Referral,no review",80134,Exterior Residential Painting - Exterior Preparation,4985,3835,1450,1,1,,39.527614,-104.804439,,,,,
1749,10440,4/23/2021 9:30,86884994,,80238,Exterior Residential Painting - Exterior Preparation,4762.5,3722.5,1390,1,1,,39.796338,-104.895578,4762.5,2350,0,2350,2412.5
1750,10431,,86954641,NEIGHBOURS,80016,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,,,39.578596,-104.702435,,,,,
1751,10653,7/1/2021 12:30,94170538,NEIGHBOURS,80016,Interior Painting-2 Coats,8145,6765,1780,0,4,,39.578596,-104.702435,,,,,
1752,10458,4/30/2021 10:30,87080351,no review,80129,Interior Painting - Basement Main Room and Stairwell - 2 Coats,2560,2160,400,1,2,,39.54259,-105.026436,,,,,
1753,10446-1,4/26/2021 9:30,87137893,,80202,Interior Painting-2 Coats,24470,15030,9990,0,1,,39.754772,-105.004883,,,,,
1754,10446-2,4/26/2021 9:30,87792502,,80202,Fireplace,8180,7300,880,0,1,,39.754772,-105.004883,,,,,
1755,10433,4/26/2021 12:00,87169558,Exterior,80014,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.662931,-104.842096,,,,,
1756,10435,4/26/2021 15:30,87195216,"google,no review",80138,Window Casings,2515,2000,515,1,1,,39.546415,-104.730337,,,,,
1757,10704,7/30/2021 13:30,96706771,"google,no review",80138,"Painting quotes - Free Cabinet Painting Estimate: (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,4,,39.546415,-104.730337,,,,,
1758,10436,4/27/2021 9:00,87246731,"Facebook,no review",80238,Exterior Residential Painting - Exterior Preparation,3997.5,2847.5,1450,1,1,,39.750249,-104.891068,,,,,
1759,10437-1,5/3/2021 15:00,87254090,"existing customer,no review",80016,Exterior Residential Painting - Exterior Preparation,4655,3505,1450,1,1,,39.599264,-104.752744,,,,,
1760,10437-2,5/3/2021 15:00,88495869,"existing customer,no review",80016,Gutters,590,590,0,1,1,,39.599264,-104.752744,,,,,
1761,10438,4/27/2021 9:00,87263336,,80127,Exterior Residential Painting - Exterior Preparation,4840,3780,1060,1,2,,39.577478,-105.161647,,,,,
1762,10439,4/26/2021 8:00,87285226,,80238,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.753412,-104.884282,,,,,
1763,10441-1,4/26/2021 13:00,87308005,,80017,Interior Painting-2 Coats,2785,2355,430,1,1,,39.694981,-104.77652,2785,1600,0,1600,1185
1764,10441-2,4/26/2021 13:00,87463412,,80017,Floor Installation,2920,2920,0,1,1,,39.694981,-104.77652,2785,1600,0,1600,1185
1765,10441-3,4/26/2021 13:00,87465391,,80017,Cabinets - Cabinet Preparation,2730,2300,430,0,1,,39.694981,-104.77652,2785,1600,0,1600,1185
1766,10441-4,4/26/2021 13:00,87522312,,80017,,0,0,0,1,1,,39.694981,-104.77652,2785,1600,0,1600,1185
1767,10452,4/28/2021 12:00,87322444,,80020,Exterior Residential Painting - Exterior Preparation,5562.5,3942.5,1870,1,1,,39.942183,-105.071032,,,,,
1768,10442,5/6/2021 9:00,87367201,,80015,Trim Painting-Front of House,665,460,205,1,1,,39.622697,-104.796577,665,300,0,300,365
1769,10443,4/30/2021 7:45,87374676,,80126,Exterior Residential Painting - Exterior Preparation,4930,3870,1060,1,2,,39.533624,-104.947582,,,,,
1770,10447,4/28/2021 15:00,87429768,,80016,Interior Painting-2 Coats,1010,795,265,0,1,,39.60531,-104.746744,,,,,
1771,10451-1,4/29/2021 8:00,87491183,,80224,Interior Painting-2 Coats,620,380,240,0,1,,39.691263,-104.916415,,,,,
1772,10451-2,4/29/2021 8:00,87849124,,80224,Cabinets - Cabinet Preparation,825,590,235,0,1,,39.691263,-104.916415,,,,,
1773,10444,4/29/2021 13:00,87503326,"google,Exterior",80015,Exterior Residential Painting - Exterior Preparation,3924,2979,1245,0,1,,39.62326,-104.740112,,,,,
1774,10445-1,4/29/2021 10:00,87526171,google,80014,Interior Painting-2 Coats,430,320,110,1,1,,39.645439,-104.828186,876.69,260,0,260,616.69
1775,10445-2,4/29/2021 10:00,87849799,google,80014,Removal and Installation of Stair Railing,3480,3480,0,0,1,,39.645439,-104.828186,876.69,260,0,260,616.69
1776,10453,4/29/2021 8:00,87600677,,80238,Exterior Residential Painting - Exterior Preparation,5807.5,4402.5,1655,1,1,,39.753412,-104.884282,,,,,
1777,10459,4/30/2021 14:30,87691553,interior,80016,Exterior Residential Painting - Exterior Preparation,5352.5,4202.5,1450,1,1,,39.609241,-104.752486,,,,,
1778,10448,5/4/2021 10:00,87815293,Referral,80016,Exterior Residential Painting - Exterior Preparation,4925,3995,1230,1,1,,39.603603,-104.788561,,,,,
1779,10449-1,5/4/2021 9:00,87824090,"Referral,interior,Exterior,parker,no review",80134,Exterior Residential Painting - Exterior Preparation,5445,4245,1450,1,1,,39.53247,-104.805253,,,,,
1780,10449-2,5/4/2021 9:00,88394241,"Referral,interior,Exterior,parker,no review",80134,Interior Painting-2 Coats,3190,2460,880,0,1,,39.53247,-104.805253,,,,,
1781,10450,5/4/2021 12:00,87839305,no review,80121,Exterior Residential Painting - Exterior Preparation,8997.5,7447.5,2050,1,1,,39.62207,-104.969701,,,,,
1782,10454-1,5/4/2021 8:00,87879627,,80123,Exterior Residential Painting - Exterior Preparation,3985,2925,1060,0,2,,39.618578,-105.093647,,,,,
1783,10454-2,5/4/2021 8:00,88386587,,80123,Wood Replacement and Prep,1240,1050,190,0,2,,39.618578,-105.093647,,,,,
1784,10455,5/6/2021 14:00,87971276,repeat customer,80015,Exterior Residential Painting - Exterior Preparation,4217.5,3067.5,1450,0,1,,39.631291,-104.763957,,,,,
1785,10456,5/6/2021 9:30,87990680,google,80238,Pergola and steps,1385,930,455,0,1,,39.756453,-104.897405,,,,,
1786,10457-1,5/14/2021 13:30,88042117,,80126,Exterior Residential Painting - Exterior Preparation,4880,3820,1060,0,2,,39.542447,-104.987427,,,,,
1787,10457-2,5/14/2021 13:30,89585360,,80126,Re-stain back deck and railings,930,720,210,0,2,,39.542447,-104.987427,,,,,
1788,10460,5/5/2021 10:00,88104890,Referral,80439,Drywall Repairs,2215,2100,115,0,2,,39.672783,-105.420027,,,,,
1789,10461,5/5/2021 15:00,88106385,"Residential,Referral",80120,Exterior Residential Painting - Exterior Preparation,4925,3865,1060,0,2,,39.590403,-105.007376,,,,,
1790,10469,5/5/2021 15:30,88126475,,80122,Interior Painting-2 Coats,3245,2565,880,1,1,,39.56892,-104.950648,0,1700,0,1700,-1700
1791,10463,5/5/2021 14:00,88170781,"google,no review",80220,Exterior Residential Painting - Exterior Preparation,5522.5,4127.5,1595,1,1,,39.741452,-104.896229,5522.5,2700,0,2700,2822.5
1792,10464-1,5/6/2021 15:00,88268102,Referral,80016,Exterior Residential Painting - Exterior Painting - 2 Coats,4111.25,3066.25,1245,1,1,,39.62547,-104.702274,3500,2850,0,2850,650
1793,10464-2,5/6/2021 15:00,88743592,Referral,80016,Pergola,920,920,0,1,1,,39.62547,-104.702274,3500,2850,0,2850,650
1794,10465-1,5/5/2021 12:00,88324106,,80027,Exterior Residential Painting - Exterior Preparation,5142.5,3942.5,1450,0,1,,39.934137,-105.146253,,,,,
1795,10465-2,5/5/2021 12:00,88628564,,80027,Gutters,920,920,0,0,1,,39.934137,-105.146253,,,,,
1796,10476-1,5/11/2021 13:30,88347613,,80016,Exterior Residential Painting - Exterior Preparation,5480,4380,1450,1,1,,39.588366,-104.692505,,,,,
1797,10476-2,5/11/2021 13:30,89151888,,80016,Back Deck,490,490,0,0,1,,39.588366,-104.692505,,,,,
1798,10476-3,5/11/2021 13:30,89151933,,80016,Gutters,690,690,0,0,1,,39.588366,-104.692505,,,,,
1799,10476-4,5/11/2021 13:30,89225667,,80016,Exterior Residential Painting - Exterior Preparation,5900,4380,1870,0,1,,39.588366,-104.692505,,,,,
1800,10471,5/6/2021 8:00,88364519,no review,80207,Exterior Residential Painting - Exterior Preparation,7782.5,5995,2137.5,1,1,,39.754196,-104.930371,,,,,
1801,10475-1,5/10/2021 10:30,88410506,,80015,Interior Painting-2 Coats,5720,4490,1230,0,4,,39.617612,-104.771439,,,,,
1802,10475-2,5/10/2021 10:30,88884160,,80015,Restructuring Steps and Replacing Spindles,3480,3480,0,0,4,,39.617612,-104.771439,,,,,
1803,10466-1,5/11/2021 11:00,88440681,Referral,80123,Cabinets - Cabinet Preparation,4460,3970,490,0,2,,39.611344,-105.057952,,,,,
1804,10466-2,5/11/2021 11:00,89040182,Referral,80123,NOTES,1620,1290,330,0,2,,39.611344,-105.057952,,,,,
1805,10467,5/10/2021 12:00,88456571,,80137,Exterior Residential Painting - Exterior Preparation,5956.25,4601.25,1655,0,1,,39.728724,-104.57645,,,,,
1806,10468,5/10/2021 13:00,88457168,Referral,80126,Exterior Residential Painting - Exterior Preparation,4845,3730,1115,0,2,,39.525971,-104.946249,,,,,
1807,10473,5/10/2021 9:30,88522986,,80238,Exterior Residential Painting - Exterior Preparation,5352.5,4202.5,1450,1,1,,39.754932,-104.866528,,,,,
1808,10470,5/17/2021 9:00,88554755,,80403,Interior Painting - Walls and Baseboards - 2 Coats,3990,3245,745,0,2,,39.756152,-105.23431,,,,,
1809,10472,5/10/2021 8:00,88686956,,80124,"Commercial, Epoxy Coatings, Color Consultations - Garage Floor Epoxy Coatings",0,0,0,1,2,,39.52901,-104.914012,,,,,
1810,10477,5/12/2021 11:30,88751587,,80023,Exterior Residential Painting - Exterior Preparation,5480,4380,1450,1,1,,39.949866,-105.038378,,,,,
1811,10478-1,6/3/2021 8:30,88790662,,80016,Interior Wall Painting-2 Coats,9175,7175,2300,1,1,2,39.588906,-104.665133,9125,4300,0,4300,4825
1812,10478-2,6/3/2021 8:30,89776458,,80016,Interior Wall Painting-2 Coats,4765,4022.5,1042.5,0,1,2,39.588906,-104.665133,9125,4300,0,4300,4825
1813,10478-3,6/3/2021 8:30,89776919,,80016,Main Level Trim,1940,1940,0,0,1,2,39.588906,-104.665133,9125,4300,0,4300,4825
1814,10478-4,6/3/2021 8:30,89777483,,80016,Kitchen Cabinets - Cabinet Preparation,4235,3680,555,0,1,2,39.588906,-104.665133,9125,4300,0,4300,4825
1815,10478-5,6/3/2021 8:30,93825482,,80016,Kitchen Island Rebuild,1350,1150,200,1,1,2,39.588906,-104.665133,9125,4300,0,4300,4825
